itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum,브랜드
069500,1,KODEX 200,28390,5,-715,-2.46,28412.0,-7.9422,11126915,316767,47383,KODEX
371460,4,TIGER 차이나전기차SOLACTIVE,13765,5,-460,-3.23,13768.0,-21.0162,2955331,41072,32843,TIGER
423160,7,KODEX KOFR금리액티브(합성),100855,3,0,0.0,100862.0,0.5733,82955,8366,30222,KODEX
252670,3,KODEX 200선물인버스2X,3835,2,180,4.92,3857.0,15.4818,349835871,1331364,23432,KODEX
133690,4,TIGER 미국나스닥100,72225,5,-355,-0.49,72618.0,4.2771,191792,13805,21140,TIGER
122630,3,KODEX 레버리지,11955,5,-615,-4.89,11977.0,-16.6446,58974824,708491,20072,KODEX
102110,1,TIGER 200,28415,5,-715,-2.45,28429.0,-7.8515,1827427,52035,18740,TIGER
157450,6,TIGER 단기통안채,101330,2,5,0.0,101328.0,0.3764,2082044,210981,18614,TIGER
360750,4,TIGER 미국S&P500,13150,5,-65,-0.49,13194.0,4.6649,1257264,16478,18121,TIGER
292150,2,TIGER TOP10,9330,5,-240,-2.51,9323.0,-7.5452,410666,3835,16901,TIGER
214980,6,KODEX 단기채권PLUS,103975,2,5,0.0,104035.0,0.2023,41637,4330,15875,KODEX
102780,2,KODEX 삼성그룹,7830,5,-180,-2.25,7833.0,-4.0719,1254094,9808,15730,KODEX
357870,7,TIGER CD금리투자KIS(합성),51225,5,-5,-0.01,51229.0,0.5989,21088,1080,14164,TIGER
381170,4,TIGER 미국테크TOP10 INDXX,10580,5,-115,-1.08,10667.0,3.5835,712769,7527,14114,TIGER
381180,4,TIGER 미국필라델피아반도체나스닥,9200,5,-45,-0.49,9282.0,-1.3025,1132598,10412,13864,TIGER
153130,6,KODEX 단기채권,103630,3,0,0.0,103648.0,0.1982,897338,92979,12429,KODEX
273130,6,KODEX 종합채권(AA-이상)액티브,98145,2,75,0.08,98228.0,-2.8626,1965,191,12130,KODEX
278530,1,KODEX 200TR,9490,5,-215,-2.22,9482.0,-8.0531,3049260,28879,11844,KODEX
305720,2,KODEX 2차전지산업,17580,5,-740,-4.04,17605.0,-4.2843,2629110,47073,11656,KODEX
305540,2,TIGER 2차전지테마,16820,5,-830,-4.7,16848.0,-9.972,1528665,26263,11421,TIGER
310970,1,TIGER MSCI Korea TR,11640,5,-245,-2.06,11634.0,-8.1885,3689,42,10779,TIGER
148020,1,KBSTAR 200,28535,5,-695,-2.38,28542.0,-7.7657,170121,4885,9973,KBSTAR
114800,3,KODEX 인버스,5420,2,125,2.36,5438.0,8.2822,45240335,244425,9485,KODEX
233740,3,KODEX 코스닥150레버리지,6270,5,-450,-6.7,6277.0,-21.7695,47571498,304587,7775,KODEX
139260,2,TIGER 200 IT,24845,5,-795,-3.1,24918.0,-8.4286,135095,3373,6728,TIGER
394670,4,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10870,5,-150,-1.36,10872.0,0.3186,197650,2156,6226,TIGER
272580,6,TIGER 단기채권액티브,50730,5,-10,-0.02,50737.0,0.4354,6929,351,6128,TIGER
329750,6,TIGER 미국달러단기채권액티브,12350,2,165,1.35,12318.0,11.025,490811,6033,6065,TIGER
091180,2,KODEX 자동차,16825,5,-525,-3.03,16831.0,-2.1157,332689,5599,5695,KODEX
152100,1,ARIRANG 200,28890,5,-725,-2.45,28901.0,-7.8133,57342,1663,5634,ARIRANG
294400,1,KOSEF 200TR,34480,5,-855,-2.42,34475.0,-7.8618,383908,13213,5603,KOSEF
293180,1,HANARO 200,28460,5,-725,-2.48,28486.0,-7.9077,113756,3243,5535,HANARO
278540,1,KODEX MSCI Korea TR,9250,5,-235,-2.48,9265.0,-8.002,400524,3703,5476,KODEX
315930,2,KODEX Top5PlusTR,13825,5,-250,-1.78,13824.0,-8.3361,15778,217,5323,KODEX
196230,6,KBSTAR 단기통안채,105575,2,20,0.02,105570.0,0.2993,370549,39116,5211,KBSTAR
379800,4,KODEX 미국S&P500TR,11655,5,-45,-0.38,11676.0,4.9798,513280,5954,5093,KODEX
360200,4,KINDEX 미국S&P500,13280,5,-60,-0.45,13316.0,4.9072,129293,1708,5046,KINDEX
105190,1,KINDEX 200,28540,5,-685,-2.34,28543.0,-7.9093,422334,12034,4752,KINDEX
251350,4,KODEX 선진국MSCI World,19720,5,-55,-0.28,19744.0,1.9855,51044,1001,4674,KODEX
251340,3,KODEX 코스닥150선물인버스,5720,2,185,3.34,5730.0,9.2793,80824605,456889,4593,KODEX
367380,4,KINDEX 미국나스닥100,12395,5,-75,-0.6,12479.0,4.3427,73956,914,4140,KINDEX
229200,1,KODEX 코스닥150,9550,5,-330,-3.34,9612.0,-10.6287,20873796,201226,4102,KODEX
385540,6,KBSTAR KIS종합채권(A-이상)액티브,91070,5,-200,-0.22,91196.0,-2.1391,140,12,3954,KBSTAR
364980,2,TIGER KRX2차전지K-뉴딜,12715,5,-430,-3.27,12753.0,-5.2954,1764472,22708,3872,TIGER
273140,6,KODEX 단기변동금리부채권액티브,104230,5,-110,-0.11,104227.0,0.7191,3507,365,3862,KODEX
226490,1,KODEX 코스피,22045,5,-560,-2.48,22057.0,-6.9754,242901,5371,3836,KODEX
143850,4,TIGER 미국S&P500선물(H),42545,5,-740,-1.71,42397.0,-5.7383,257798,10957,3797,TIGER
379810,4,KODEX 미국나스닥100TR,10630,5,-70,-0.65,10705.0,4.4921,207154,2197,3736,KODEX
314250,4,KODEX 미국FANG플러스(H),18225,5,-405,-2.17,18430.0,-9.8912,75487,1381,3563,KODEX
148070,6,KOSEF 국고채10년,103575,5,-365,-0.35,103660.0,-3.3072,67813,6963,3480,KOSEF
241180,4,TIGER 일본니케이225,15230,5,-75,-0.49,15288.0,0.9897,11078,167,3341,TIGER
069660,1,KOSEF 200,28425,5,-735,-2.52,28428.0,-7.8091,110409,3135,3326,KOSEF
371160,4,TIGER 차이나항셍테크,5665,5,-60,-1.05,5635.0,-19.3662,312607,1775,3300,TIGER
213610,2,KODEX 삼성그룹밸류,7640,5,-190,-2.43,7638.0,-3.8675,22647,172,3270,KODEX
190620,6,KINDEX 단기통안채,100955,3,0,0.0,100958.0,0.3628,18502,1868,2664,KINDEX
367770,2,KBSTAR Fn수소경제테마,9050,5,-250,-2.69,9051.0,0.0537,79336,717,2566,KBSTAR
401470,2,KODEX K-메타버스액티브,7255,5,-345,-4.54,7254.0,-5.4139,407488,2988,2507,KODEX
385550,6,KBSTAR KIS단기종합채권(AA-이상)액티브,101065,2,10,0.01,101070.0,0.238,2509,253,2411,KBSTAR
329200,2,TIGER 리츠부동산인프라,5155,5,-45,-0.87,5148.0,-10.0813,241846,1239,2410,TIGER
400970,2,TIGER Fn메타버스,6835,5,-415,-5.72,6836.0,-9.9379,549263,3823,2382,TIGER
368590,4,KBSTAR 미국나스닥100,12020,5,-45,-0.37,12098.0,4.0893,138513,1658,2332,KBSTAR
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,9780,5,-90,-0.91,9861.0,2.3858,106472,1041,2328,TIGER
332940,1,HANARO MSCI Korea TR,11590,5,-315,-2.65,11625.0,-7.9274,50,0,2248,HANARO
290130,2,KBSTAR ESG사회책임투자,9395,5,-195,-2.03,9396.0,-9.0996,25177,236,2128,KBSTAR
414780,4,TIGER 차이나과창판STAR50(합성),7680,5,-70,-0.9,7785.0,-8.9307,29406,226,2100,TIGER
436140,6,SOL 종합채권(AA-이상)액티브,94840,5,-225,-0.24,94810.0,,3016,285,2080,SOL
379780,4,KBSTAR 미국S&P500,11480,5,-30,-0.26,11511.0,4.6268,32649,373,2043,KBSTAR
364960,2,TIGER KRX BBIG K-뉴딜,6560,5,-130,-1.94,6559.0,-14.4502,503736,3325,1952,TIGER
282000,3,KBSTAR 국고채3년선물인버스,106455,5,-200,-0.19,106653.0,1.7312,10047,1072,1844,KBSTAR
192090,4,TIGER 차이나CSI300,10140,5,-65,-0.64,10177.0,-9.0869,93395,953,1800,TIGER
168580,4,KINDEX 중국본토CSI300,27335,5,-15,-0.05,27441.0,-10.3279,213,5,1777,KINDEX
091160,2,KODEX 반도체,22420,5,-550,-2.39,22417.0,-19.4318,179448,4061,1760,KODEX
228800,2,TIGER 여행레저,3845,5,-95,-2.41,3860.0,-1.2532,1288903,4968,1751,TIGER
407310,1,HANARO 200 TOP10,7210,5,-185,-2.5,7233.0,-5.8562,421,3,1745,HANARO
132030,5,KODEX 골드선물(H),10800,5,-100,-0.92,10791.0,-11.5978,190609,2060,1706,KODEX
161510,2,ARIRANG 고배당주,10580,5,-185,-1.72,10581.0,-4.9868,49432,522,1666,ARIRANG
261260,7,KODEX 미국달러선물인버스2X,5860,5,-170,-2.82,5846.0,-18.9517,2122412,12544,1657,KODEX
245710,4,KINDEX 베트남VN30(합성),20630,5,-90,-0.43,20654.0,3.1872,22799,466,1650,KINDEX
412770,4,TIGER 글로벌메타버스액티브,6435,5,-55,-0.85,6478.0,-5.0476,222600,1428,1613,TIGER
329650,7,KODEX TRF3070,10580,2,40,0.38,10582.0,-1.0794,38419,404,1534,KODEX
302450,1,KBSTAR 코스피,22195,5,-540,-2.38,22201.0,-7.242,251432,5572,1531,KBSTAR
252710,3,TIGER 200선물인버스2X,4030,2,190,4.95,4042.0,16.012,10880492,43600,1527,TIGER
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),13205,5,-175,-1.31,13219.0,-9.3496,19356,254,1505,TIGER
091170,2,KODEX 은행,5500,5,-35,-0.63,5518.0,-13.9861,738674,4037,1504,KODEX
295040,1,SOL 200TR,9870,5,-245,-2.42,9865.0,-7.878,1201235,11833,1436,SOL
261240,7,KODEX 미국달러선물,12795,2,155,1.23,12828.0,11.1697,222919,2843,1432,KODEX
182480,7,TIGER 미국MSCI리츠(합성 H),11270,5,-375,-3.22,11524.0,-10.9982,153455,1732,1403,TIGER
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,80335,5,-765,-0.94,80986.0,-4.2503,1969,158,1383,KODEX
143860,2,TIGER 헬스케어,25085,2,65,0.26,25230.0,-12.4563,103675,2616,1375,TIGER
356540,6,KINDEX 종합채권(AA-이상)KIS액티브,89450,3,0,0.0,89434.0,-2.2298,10,0,1357,KINDEX
409820,4,KODEX 미국나스닥100레버리지(합성 H),4260,5,-190,-4.27,4309.0,-12.7451,2056366,8782,1355,KODEX
401170,2,KBSTAR iSelect메타버스,6090,5,-345,-5.36,6096.0,-11.6679,145020,900,1337,KBSTAR
325020,2,KODEX 배당가치,10420,5,-235,-2.21,10413.0,-6.4941,2216,23,1334,KODEX
372330,4,KODEX 차이나항셍테크,5705,5,-20,-0.35,5642.0,-19.9301,136891,778,1321,KODEX
326240,2,KBSTAR IT플러스,14040,5,-445,-3.07,14038.0,-11.0258,10174,142,1303,KBSTAR
395170,2,KODEX Fn Top10동일가중,6775,5,-145,-2.1,6773.0,-5.2704,6511,44,1301,KODEX
385560,6,KBSTAR KIS국고채30년Enhanced,62255,5,-620,-0.99,62324.0,-9.5454,53057,3231,1295,KBSTAR
219480,4,KODEX 미국S&P500선물(H),17425,5,-315,-1.78,17359.0,-5.8137,103822,1805,1255,KODEX
232080,1,TIGER 코스닥150,9800,5,-335,-3.31,9862.0,-10.7835,200947,1983,1252,TIGER
138540,2,TIGER 현대차그룹+펀더멘털,20665,5,-700,-3.28,20667.0,-1.8829,34963,723,1215,TIGER
438330,6,TIGER 투자등급회사채액티브,98215,2,80,0.08,98201.0,,2271,222,1208,TIGER
328370,1,ARIRANG 코스피TR,11220,5,-280,-2.43,11255.0,-7.0332,9714,109,1184,ARIRANG
277630,1,TIGER 코스피,22355,5,-550,-2.4,22363.0,-7.2297,58297,1302,1140,TIGER
114260,6,KODEX 국고채3년,55185,2,30,0.05,55138.0,-1.014,13384,737,1129,KODEX
411420,4,KODEX 미국메타버스나스닥액티브,6650,5,-60,-0.89,6708.0,-1.9723,187906,1242,1124,KODEX
130730,6,KOSEF 단기자금,101645,2,5,0.0,101647.0,0.3059,2067,210,1114,KOSEF
304940,4,KODEX 미국나스닥100선물(H),14040,5,-255,-1.78,14122.0,-6.2931,165754,2324,1088,KODEX
305080,6,TIGER 미국채10년선물,12440,2,55,0.44,12429.0,5.5839,59334,733,1082,TIGER
415340,4,KODEX 차이나과창판STAR50(합성),7645,5,-145,-1.86,7938.0,-8.4069,6755,52,1070,KODEX
150460,2,TIGER 중국소비테마,6375,5,-145,-2.22,6373.0,-3.7639,17005,107,1056,TIGER
123310,3,TIGER 인버스,6050,2,140,2.37,6064.0,8.3409,2859886,17192,1047,TIGER
332930,1,HANARO 200TR,34485,5,-880,-2.49,34513.0,-7.9157,1119,38,1035,HANARO
091230,2,TIGER 반도체,23190,5,-620,-2.6,23239.0,-18.5148,146514,3412,1011,TIGER
228810,2,TIGER 미디어컨텐츠,5645,5,-340,-5.68,5659.0,-9.2495,294784,1699,1008,TIGER
245340,4,TIGER 미국다우존스30,20745,5,-45,-0.22,20864.0,3.0687,13840,285,1004,TIGER
365780,6,KINDEX 국고채10년,82615,5,-55,-0.07,82641.0,-3.3043,3880,317,1001,KINDEX
270810,1,KBSTAR 코스닥150,9510,5,-315,-3.21,9567.0,-10.8844,30666,297,993,KBSTAR
271050,5,KODEX WTI원유선물인버스(H),5215,2,25,0.48,5223.0,24.4604,1646169,8554,992,KODEX
283580,4,KODEX 차이나CSI300,12520,5,-25,-0.2,12469.0,-9.3242,168523,2097,926,KODEX
245360,4,TIGER 차이나HSCEI,9295,5,-50,-0.54,9261.0,-11.0424,2426,22,925,TIGER
364970,2,TIGER KRX바이오K-뉴딜,5855,2,35,0.6,5870.0,-12.2834,486198,2861,905,TIGER
422420,2,KBSTAR 2차전지액티브,8385,5,-350,-4.01,8377.0,-9.809,171570,1457,902,KBSTAR
437350,6,KBSTAR 미국단기투자등급회사채액티브,10665,2,105,0.99,10622.0,,23057,244,885,KBSTAR
309230,4,KINDEX 미국WideMoat가치주,17270,5,-140,-0.8,17401.0,0.3169,228934,3950,829,KINDEX
419430,4,KODEX 차이나2차전지MSCI(합성),9590,5,-200,-2.04,9614.0,-20.3094,183011,1787,806,KODEX
367760,2,KBSTAR Fn5G테크,7160,5,-260,-3.5,7190.0,-5.658,46686,335,806,KBSTAR
139220,2,TIGER 200 건설,2435,5,-100,-3.94,2442.0,2.6315,224904,552,801,TIGER
414270,4,KINDEX G2전기차&자율주행액티브,9565,5,-75,-0.78,9604.0,-5.258,233701,2260,784,KINDEX
261220,5,KODEX WTI원유선물(H),13765,5,-105,-0.76,13784.0,-24.3111,227569,3146,774,KODEX
361580,1,KBSTAR 200TR,14955,5,-355,-2.32,14943.0,-7.8544,516164,7699,770,KBSTAR
272560,6,KBSTAR 단기국공채액티브,102335,2,45,0.04,102352.0,0.0684,8792,899,765,KBSTAR
261270,7,KODEX 미국달러선물인버스,7930,5,-95,-1.18,7914.0,-9.9327,236728,1882,764,KODEX
204480,4,TIGER 차이나CSI300레버리지(합성),21780,5,-395,-1.78,21927.0,-18.7581,14374,315,745,TIGER
144600,5,KODEX 은선물(H),3620,5,-105,-2.82,3601.0,-13.9723,338535,1232,735,KODEX
139280,2,TIGER 경기방어,8745,5,-65,-0.74,8741.0,-6.8809,3010,26,701,TIGER
302190,6,TIGER 중장기국채,46795,2,75,0.16,46765.0,-2.1981,2963,137,693,TIGER
337160,2,KODEX 200ESG,10480,5,-265,-2.47,10477.0,-7.9264,95747,999,692,KODEX
278240,3,KBSTAR 코스닥150선물레버리지,6745,5,-540,-7.41,6745.0,-21.4979,246793,1697,688,KBSTAR
114820,6,TIGER 국채3년,103645,2,35,0.03,103662.0,-0.8821,882,92,684,TIGER
363510,6,SOL KIS단기통안채,101395,2,15,0.01,101396.0,0.3812,166771,16909,669,SOL
200250,4,KOSEF 인도Nifty50(합성),19545,5,-35,-0.18,19677.0,13.1791,20498,398,665,KOSEF
174360,4,KBSTAR 중국본토대형주CSI100,18375,5,-125,-0.68,18351.0,-10.1506,2775,50,662,KBSTAR
439870,6,KODEX 국고채30년액티브,87890,5,-660,-0.75,87645.0,,4108,351,660,KODEX
267770,3,TIGER 200선물레버리지,9095,5,-470,-4.91,9062.0,-16.2435,690512,6326,646,TIGER
402970,4,KINDEX 미국고배당S&P,10610,5,-90,-0.84,10621.0,4.0248,20221,213,637,KINDEX
322400,2,HANARO e커머스,11355,5,-215,-1.86,11351.0,-13.0076,9260,105,636,HANARO
195980,4,ARIRANG 신흥국MSCI(합성 H),8285,5,-55,-0.66,8260.0,-14.0207,112427,924,615,ARIRANG
390390,4,KODEX 미국반도체MV,9345,2,35,0.38,9426.0,-2.1031,11313,105,607,KODEX
266160,2,KBSTAR 고배당,10075,5,-250,-2.42,10109.0,-6.2217,7376,74,605,KBSTAR
337150,2,KODEX 200exTOP,9805,5,-195,-1.95,9812.0,-8.7175,5,0,598,KODEX
298770,4,KODEX 한국대만IT프리미어,15335,5,-320,-2.04,15299.0,-7.3395,20395,314,598,KODEX
152870,1,파워 200,28730,5,-730,-2.48,28747.0,-7.9548,2724,79,589,파워
139230,2,TIGER 200 중공업,2760,5,-140,-4.83,2762.0,-2.8476,796081,2230,587,TIGER
363580,2,KODEX 200IT TR,9430,5,-340,-3.48,9471.0,-8.5206,2772,26,585,KODEX
385510,2,KODEX K-신재생에너지액티브,10295,5,-410,-3.83,10294.0,3.7306,76953,804,582,KODEX
417630,2,TIGER KEDI혁신기업ESG30,8240,5,-215,-2.54,8258.0,-6.1599,200876,1671,577,TIGER
157490,2,TIGER 소프트웨어,8535,5,-240,-2.74,8538.0,-16.7063,262929,2247,575,TIGER
117700,2,KODEX 건설,2605,5,-115,-4.23,2611.0,0.0,219665,581,568,KODEX
396500,2,TIGER Fn반도체TOP10,6210,5,-105,-1.66,6209.0,-14.6622,192493,1194,562,TIGER
306520,3,HANARO 200선물인버스,12500,2,270,2.21,12551.0,8.4219,13978,175,556,HANARO
371470,4,TIGER 차이나바이오테크SOLACTIVE,7115,2,10,0.14,7164.0,-15.3663,17060,121,555,TIGER
228790,2,TIGER 화장품,1970,5,-65,-3.19,1963.0,-6.4368,887727,1757,550,TIGER
225040,4,TIGER 미국S&P500레버리지(합성 H),20590,5,-715,-3.36,20788.0,-12.9698,34069,700,544,TIGER
385520,2,KODEX K-미래차액티브,8420,5,-345,-3.94,8419.0,-7.3957,19461,167,543,KODEX
388280,2,KBSTAR Fn컨택트대표,7360,5,-185,-2.45,7359.0,-5.154,13913,101,539,KBSTAR
261250,7,KODEX 미국달러선물레버리지,14830,2,375,2.59,14883.0,22.6039,259625,3818,531,KODEX
400570,4,KODEX 유럽탄소배출권선물ICE(H),10745,5,-285,-2.58,10696.0,-16.2491,61235,658,531,KODEX
437080,6,KODEX 미국종합채권SRI액티브(H),92840,5,-580,-0.62,92728.0,,2692,250,523,KODEX
397410,6,KBSTAR 국채선물5년추종인버스,55290,5,-40,-0.07,55558.0,2.3113,38,2,521,KBSTAR
387270,4,TIGER 글로벌BBIG액티브,9895,5,-65,-0.65,10018.0,-1.2395,8316,82,518,TIGER
354350,4,HANARO 글로벌럭셔리S&P(합성),16145,5,-65,-0.4,16231.0,4.987,12798,205,518,HANARO
390950,6,HANARO 단기채권액티브,101025,2,15,0.01,101046.0,0.2431,4803,485,506,HANARO
225030,4,TIGER 미국S&P500선물인버스(H),4435,2,100,2.31,4449.0,4.8367,2698394,11986,501,TIGER
423920,4,TIGER 미국필라델피아반도체레버리지(합성),7705,5,-30,-0.39,7813.0,-7.0313,185632,1429,501,TIGER
419890,6,히어로즈 단기채권ESG액티브,99860,5,-5,-0.01,99877.0,0.261,2,0,499,히어로즈
411540,1,SOL 200 Top10,7370,5,-175,-2.32,7385.0,-6.2733,367,2,494,SOL
122260,6,KOSEF 통안채1년,100725,2,95,0.09,100743.0,-0.2182,4321,434,494,KOSEF
269540,4,ARIRANG 미국S&P500(H),15630,5,-250,-1.57,15678.0,-4.2797,31192,487,485,ARIRANG
325010,2,KODEX Fn성장,11750,5,-315,-2.61,11747.0,-9.2516,8752,102,482,KODEX
256440,4,KINDEX 인도네시아MSCI(합성),11745,2,125,1.08,11865.0,15.5069,17893,208,482,KINDEX
310960,1,TIGER 200TR,15435,5,-380,-2.4,15437.0,-8.0524,7570,116,478,TIGER
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,8240,3,0,0.0,8322.0,-2.5429,4623,37,478,TIGER
195930,4,TIGER 유로스탁스50(합성 H),11360,5,-380,-3.24,11572.0,-4.1242,2954,33,477,TIGER
440640,6,KINDEX 단기채권알파액티브,99815,2,35,0.04,99815.0,,100,9,463,KINDEX
099140,4,KODEX 차이나H,15895,5,-135,-0.84,15961.0,-11.2649,32216,512,461,KODEX
437070,6,KODEX 아시아달러채권SRI플러스액티브,52135,2,225,0.43,52191.0,,15084,784,458,KODEX
432600,6,KBSTAR 국채선물3년,49645,2,30,0.06,49587.0,-0.77,5,0,455,KBSTAR
387280,2,TIGER 퓨처모빌리티액티브,8130,5,-1365,-14.38,8089.0,1.5508,63570,528,450,TIGER
217770,5,TIGER 원유선물인버스(H),3660,2,35,0.97,3652.0,24.5704,928237,3380,448,TIGER
315960,2,KBSTAR 대형고배당10TR,12490,5,-285,-2.23,12489.0,-5.6848,20532,255,443,KBSTAR
256750,4,KODEX 차이나심천ChiNext(합성),10975,5,-195,-1.75,11169.0,-15.3147,42117,464,439,KODEX
136340,6,KBSTAR 중기우량회사채,99980,5,-150,-0.15,100134.0,-1.0818,2210,220,435,KBSTAR
429760,4,ARIRANG 미국S&P500,10020,5,-65,-0.64,10064.0,4.7792,2914,29,431,ARIRANG
204450,4,KODEX 차이나H레버리지(H),1945,5,-75,-3.71,1921.0,-37.8462,373208,728,430,KODEX
276970,4,KODEX 미국S&P500배당귀족커버드콜(합성 H),8250,5,-115,-1.37,8243.0,-8.4692,21701,178,429,KODEX
396510,4,TIGER 차이나클린에너지SOLACTIVE,9695,5,-255,-2.56,9712.0,-4.0964,21061,205,423,TIGER
203780,4,TIGER 미국나스닥바이오,19435,2,125,0.65,19580.0,5.6923,8533,165,420,TIGER
252420,3,KBSTAR 200선물인버스2X,3790,2,155,4.26,3828.0,15.9489,656828,2491,413,KBSTAR
